Name,Shortform,Price,24H change,24H volume,Market Cap
R34P,R34P,$39.90,-1.10%,"$5,776",N/A
Rabbids,RBD,$0.00000456,+0.00%,"$552,015",N/A
Rabbit,RAB,$0.004774,+3.39%,"$58,166",N/A
RABBIT HALLOWEEN,RH31,$0.000000000001788,+2.93%,$5,N/A
RABBIT TECHNOLOGY,RABBIT,$0.00000005325,+0.00%,N/A,N/A
Rabbit token,RBT,$0.0000007005,+0.00%,N/A,"$14,010"
Rabbit2023,RABBIT,$0.00001213,-7.17%,$6,N/A
RabbitCoin,RBBT,$0.0002709,+5.54%,N/A,N/A
RabbitDAO,RS,$0.00478,+0.00%,N/A,N/A
Rabbitking,RABBITKING,$0.00000000005221,+0.00%,N/A,N/A
RabbitKing,RB,$0.0000000003768,+1.71%,$91,N/A
RabbitX,RBX,$0.0607,+7.93%,"$39,942",N/A
Rabet,RBT,$0.004201,+0.00%,N/A,N/A
Rabona,RA,$0.0003945,+0.00%,N/A,N/A
Raccoon Inu,RACCOONINU,$0.0000000000001097,+2.75%,$8,N/A
Race Kingdom,ATOZ,$0.1159,-0.52%,"$585,029",N/A
Race.Top,RACE,$0.000004773,+0.00%,N/A,N/A
RaDAO,RA,$0.001565,+0.00%,N/A,N/A
Radar,RADAR,$0.03131,+0.00%,N/A,$1.53 M
Radical 86,R86,$0.00002806,+2.50%,"$6,319",N/A
Radical Chess,CHESS,$0.0000355,+0.06%,N/A,N/A
Radio Hero,RAHO,$0.0000003973,+0.00%,N/A,N/A
RadioLife,RDL,$0.0000000002679,+0.00%,N/A,N/A
RadioShack Babylonia,RBABY,$0.0409,+0.00%,N/A,N/A
RadioShack New World Order,RSTATE,$0.02292,+0.00%,N/A,N/A
Rafflet,RAF,$0.006283,+0.00%,N/A,N/A
Rage,RAGE,$0.00000000008993,-9.89%,"$11,760",N/A
Rage On Wheels,ROW,$0.0487,+3.09%,"$9,446",N/A
Ragnarok,RAGNA,$0.007181,+0.00%,N/A,N/A
RagnarokDAO,RGK,$0.001515,+0.00%,N/A,N/A
RAI Finance,RAI,$0.6429,+0.00%,N/A,N/A
Raichu Inu,RINU,$0.00000000000006214,+2.26%,$146,N/A
Raid Token,RAID,$0.003176,+6.42%,N/A,N/A
Raider Aurum,AURUM,$0.02629,+0.00%,N/A,N/A
Raider Token,RAID,$0.0003163,+0.00%,N/A,N/A
RailNode,TRAIN,$17.13,+0.00%,N/A,N/A
Raindrops Protocol,$RAIN,$0.01059,-11.89%,$939,N/A
rainSPIRIT,RAINSPIRIT,$0.002616,+0.82%,N/A,N/A
Raj,RAJ,$0.001932,+0.00%,N/A,N/A
Rake Finance,RAK,$17.37,+1.11%,"$129,071",N/A
RakeIn,RAKE,$0.002321,-4.90%,$824,N/A
RAKHI,RKI,$2.17,+3.04%,"$157,190",N/A
RAKUN,RAKU,$0.01554,+0.00%,N/A,N/A
RAL RUNE - Rune.Game,RAL,$0.118,+0.00%,N/A,N/A
Rally (Solana),SRLY,$0.01006,+0.14%,$745,N/A
RamenSwap,RAMEN,$0.002111,+2.06%,"$23,612",N/A
Ramestta,RAMA,$0.2732,-1.38%,"$11,137",N/A
Ramifi Protocol,RAM,$0.02031,+1.36%,"$6,798",N/A
Ramses Exchange,RAM,$0.03462,+5.81%,"$46,818",N/A
RANBASED,RANB,$0.00003113,+0.00%,N/A,N/A
random,RND,$0.000000007565,+9.59%,$3,N/A
Random,RNDM,$0.0006372,+0.00%,N/A,N/A
Rango Inu,RANGO,$0.000008219,-3.33%,$493,N/A
Rank Token,RANK,$0.002302,+0.06%,N/A,N/A
RankerDAO,RANKER,$0.002416,+3.94%,"$273,513",N/A
Raptor Token,RPTR,$0.00007773,+5.66%,$26,N/A
RARA,RARA,$0.00002382,+0.00%,N/A,N/A
Rare,RARE,$0.1451,+0.00%,N/A,N/A
Rare Ball Shares,RBS,$0.02982,+0.06%,N/A,N/A
Rare Candy,CANDY,$0.0001506,+0.00%,N/A,N/A
Rare Finance,RARE,$0.01469,+0.00%,N/A,N/A
Rare Pepe,RPEPE,$0.009932,+0.00%,N/A,N/A
Rari Games,RARI,$0.00001698,+0.00%,N/A,N/A
Rarity Garden (Unicorn Metaverse),UNIVERSE,$0.0115,+0.24%,N/A,N/A
RastaFinance Token,RASTA,$0.0001731,+0.00%,N/A,N/A
Rat Protocol,RAT,$0.001497,+6.18%,$482,N/A
RatBoy BSC,WENTXN,$0.0004161,+0.00%,N/A,N/A
Rate3,RTE,$0.2162,+0.00%,N/A,N/A
Ratio Finance,RATIO,$0.003898,-19.67%,"$10,914",N/A
Ratio Stable Coin,USDR,$0.9887,+0.08%,$8,N/A
Ratscoin,RATS,$0.0000000001596,+5.18%,$535,N/A
RATSCOIN TEAM DAO,RATSDAO,$0.0002055,+0.00%,N/A,N/A
Rave Names,RAVE,$0.0000957,+4.77%,$10,N/A
Ravelin Finance,RAV,$0.2985,+0.00%,N/A,N/A
Raven X,RX,$0.0002398,+0.00%,N/A,N/A
RavenMoon,RVM,$0.0003022,+0.00%,N/A,N/A
Ray Network,XRAY,$0.01246,+2.79%,"$5,254",N/A
Rayons Energy,RAYONS,$0.000001589,+0.00%,N/A,N/A
RB Finance,RB,$0.07041,+0.00%,N/A,N/A
Rbicycle,CYCLE,$0.002724,+0.00%,N/A,N/A
RBIZ,RBIZ,$0.07387,+0.00%,N/A,N/A
RBX,RBX,$0.01371,+12.32%,"$1,972",N/A
RBXS Marketing Samurai,RBXSamurai,$0.003459,+0.00%,N/A,N/A
RC Celta de Vigo Fan Token,CFT,$0.003169,-1.59%,"$14,101",N/A
RCCCToken,RCCC,$0.000216,+0.00%,N/A,N/A
RCD Espanyol Fan Token,ENFT,$0.003397,-9.66%,"$7,577",N/A
RChain,REV,$0.003785,+0.00%,N/A,$2.69 M
rDAI,RDAI,$0.4253,+0.00%,N/A,N/A
Reach DAO,$READ,$0.00009553,+3.13%,$2,N/A
Reactor,RCT,$0.002534,+0.00%,N/A,N/A
ReactorFusion,RF,$0.03425,+5.95%,"$21,760",N/A
READ2N,RCM,$0.4282,+28.50%,"$112,037",N/A
ReadFi,$RDF,$0.004652,+3.52%,"$6,549",N/A
REAL,REAL,$0.196,+0.00%,"$282,835",$1.97 M
Real Estate Token,R3T,$0.04027,+3.63%,"$149,348",N/A
REAL PEPE CEO,PEPECEO,$0.0000000671,+3.46%,$20,N/A
Real Realm,REAL,$0.00009193,+4.23%,"$10,045",N/A
Real Trump Token V2,RTTV2,$0.00000663,+0.00%,N/A,N/A
Realfinance Network,REFI,$0.0004513,-69.75%,"$2,329",N/A
Realis Network,LIS,$0.01491,+1.85%,"$132,355",N/A
Realital Metaverse,RETA,$0.1053,+0.34%,"$9,956",N/A
Reality VR,RVR,$0.0182,-31.95%,"$124,261",N/A
RealLink,REAL,$0.02001,+0.06%,$21,N/A
REALLIQ Token,RLQ,$0.0008412,+0.00%,N/A,N/A
Realms of Ethernity,RETH,$0.000009004,+0.00%,N/A,N/A
Realms of Ruby,RUBY,$0.04563,-38.51%,N/A,N/A
REALPAY,RAP,$0.01188,+0.00%,N/A,N/A
Realy,REAL,$0.05775,-6.86%,"$59,352",N/A
Rebase Aggregator Capital,$REACT,$0.00006836,+0.00%,N/A,N/A
REBASEAPY,REBASEAPY,$0.004914,+0.00%,N/A,N/A
Rebasing Liquidity,DELTA-RLP,$191.46,+0.00%,N/A,N/A
Rebate Coin,RBE,$0.000002625,+23.46%,$1.05 M,N/A
RebelTraderToken,RTT,$0.001242,+0.00%,N/A,N/A
REBIT,KEYT,$0.0006254,+0.06%,N/A,N/A
REBorn,RB,$0.7685,+0.00%,"$82,769",N/A
REBorn(New),RB,$0.05336,+6.79%,"$102,427",N/A
Rebuschain,REBUS,$0.01193,-0.73%,"$152,336",N/A
Recession Coin,ECON,$0.00004099,+0.00%,N/A,N/A
RecklessApe,REAP,$0.000006112,+0.00%,"$182,510",N/A
Recovery Right Token,RRT,$0.6655,-11.27%,$5,N/A
RecoveryDAO,REC,$0.00161,-19.95%,"$109,193",N/A
Recycling CYC,CYC,$0.007907,+0.00%,N/A,N/A
Red Floki,REDFLOKI,$0.00000000006123,+0.52%,N/A,N/A
Red Floki CEO,RedFlokiCEO,$0.0002594,+3.16%,$13,N/A
Red Kishu,REDKISHU,$0.00000000000143,+0.00%,N/A,N/A
Red Pepe,REDPEPE,$0.0000000001894,+2.69%,$183,N/A
RED PILL,RPILL,$0.0003508,+0.00%,N/A,N/A
Red Rabbit,RR,$0.0005821,-0.19%,"$25,305",N/A
Red Shiba Token,RST,$0.00005674,+0.00%,N/A,N/A
Redacted,REDACTED,$0.0001117,-1.75%,"$2,207",N/A
Redacted Cartel,BTRFLY,$16.91,+0.00%,N/A,N/A
REDANCOIN,REDAN,$0.02692,+0.00%,N/A,N/A
RedChillies,REDC,$0.08944,+0.00%,N/A,N/A
RedFEG,REDFEG,$0.00000000000008609,+0.12%,N/A,N/A
REDi,REDI,$105.11,+0.00%,"$374,344",N/A
Redlight Chain,REDLC,$0.06555,-1.35%,"$305,018",N/A
Redlight Node District,PLAYMATES,$0.03935,+0.00%,N/A,N/A
Redluna,REDLUNA,$0.00000001297,+0.52%,N/A,N/A
REDMARS,RMARS,$0.00006163,+5.66%,"$5,862",N/A
Redpanda Earth,REDPANDA,$0.00000000000003882,+0.00%,"$2,183","$15,836"
Redpanda Earth (V2),REDPANDA,$0.7846,+1.40%,"$83,905",N/A
RedShiba,REDSHIBA,$0.0000000000008221,+0.00%,N/A,N/A
ReduX,REDUX,$0.7142,-6.98%,"$156,209",N/A
Redux Protocol,RDX,$0.08967,+0.00%,N/A,N/A
RedZilla,REDZILLA,$0.0000000000002272,+0.00%,N/A,N/A
REEFER TOKEN,REEFER,$0.00001877,+0.00%,N/A,N/A
Reel Token,Reelt,$0.00932,-15.78%,"$15,468",N/A
ReelFi,REELFI,$0.001626,-6.46%,$0.4413,N/A
Reesykle,SYCLE,$0.00000000001447,+0.00%,N/A,N/A
reflect.finance,RFI,$0.006738,+0.00%,N/A,"$63,571"
Reflecto,REFLECTO,$0.000000001844,+3.11%,$915,N/A
Reflecto USD,RUSD,$1.02,+2.94%,$53,N/A
Reflector.Finance,RFCTR,$0.01109,+0.00%,N/A,N/A
Reflex,RFX,$0.0001542,+1.31%,$81,N/A
Reflex Finance,REFLEX V2,$0.000000003782,+0.00%,N/A,N/A
Reforestation Mahogany,RMOG,$0.0000001122,+0.00%,N/A,N/A
ReFork,EFK,$0.04302,+0.00%,N/A,N/A
Refract,RFR,$933.90,+0.00%,N/A,N/A
Refugees Token,RFG,$0.00000000007283,+0.00%,N/A,N/A
REFUND,RFD,$0.00001826,-15.84%,$77,N/A
Refund AI,RFDAI,$0.00000001249,-0.86%,$214,N/A
Refund Coin (BSC),RFD,$0.0003012,+0.00%,N/A,N/A
RefundCoin,RFD,$0.00001493,+30.43%,$14.98 M,N/A
RefundToken,RFT,$0.000000001122,-16.20%,"$251,178",N/A
REGENT COIN,REGENT,$2.86,+4.70%,"$74,317",N/A
REGNUM,REG,$0.000004925,+0.00%,N/A,N/A
Regular Presale,REGU,$0.0008438,+0.06%,N/A,N/A
Reign of Terror,REIGN,$0.001356,+15.96%,"$118,659",N/A
Reimagined Finance,REFI,$0.0003652,+0.00%,N/A,N/A
REIMBURSE,RMB,$0.0003431,+2.46%,$268,N/A
Rejuve.AI,RJV,$0.03203,+2.61%,"$120,627",N/A
Rekt,RKT,$0.000000000507,+0.00%,N/A,N/A
Rekt,REKT,$0.000000001814,+7.63%,"$924,120",N/A
RektPepe,REKTPEPE,$0.0000000004194,-0.42%,$450,N/A
Relation Labs,REL,$0.06976,+6.64%,$2.71 M,N/A
Relaxable,RELAX,$0.0000197,+0.00%,N/A,N/A
Relbit,RLB,$0.0012,+0.00%,N/A,N/A
Release Project,REL,$0.000002191,+0.00%,N/A,"$211,178"
Relevant,REL,$0.01533,+0.00%,N/A,"$137,036"
Relictum Pro,GTN,$0.0004092,-1.16%,"$166,952",N/A
Relite Finance,RELI,$0.000000000001239,+0.00%,$167,$0.00008611
Reltime,RTC,$0.0007008,+0.00%,N/A,N/A
Rematic,RMTX,$0.0000000009188,+0.00%,N/A,N/A
REMI,REMI,$0.000494,+0.00%,N/A,N/A
Renascent Finance,RENASCENT,$0.0779,+0.00%,N/A,N/A
renBTC,RENBTC,"$28,212.57",+7.20%,"$3,408",N/A
RENEC,RENEC,$0.8606,-0.05%,"$838,958",N/A
Renewable Electronic Energy Coin,REEC,$0.005622,+0.00%,N/A,N/A
renFIL,RENFIL,$13.13,+0.00%,N/A,N/A
Renq Finance,RENQ,$0.01431,-17.51%,"$397,967",N/A
Rens Token,RENS,$0.0000319,+0.00%,N/A,N/A
renZEC,RENZEC,$45.04,-1.38%,$98,N/A
Repepe,REPEPE,$0.00000000002301,+0.20%,N/A,N/A
REPO,REPO,$0.000154,+0.00%,N/A,N/A
Reptilian Coin,RPTC,$0.0002931,+0.00%,N/A,N/A
Reptoid,TOID,$0.00000000008548,-32.71%,"$35,350",N/A
ReserveBlock,RBX,$0.1053,+1.26%,"$220,401",N/A
Reset News,NEWS,$0.0009267,-6.57%,$946,N/A
Resfinex Token,RES,$0.0169,+0.00%,N/A,N/A
ReSource Protocol,SOURCE,$0.03022,-0.11%,"$10,486",N/A
Restart Energy MWAT,MWAT,$0.008194,+0.00%,N/A,$4.1 M
Restore Truth Token,RTT,$0.00003539,+3.50%,N/A,N/A
Retawars GoldRose Token,GRT,$0.01495,+0.00%,N/A,N/A
Retire Token,RETIRE,$0.07262,+0.00%,N/A,N/A
RetroCade,RC,$0.002145,+0.00%,N/A,N/A
RETROCOIN,RTC,$0.00000004174,+0.00%,"$126,981",N/A
Retrogression,RTGN,$0.0004171,+0.00%,N/A,N/A
Retromoon,RETRO,$0.00008657,+0.00%,N/A,N/A
RetroNeko,RNK,$0.0000006543,+0.00%,N/A,N/A
Retsuko,SUKO,$0.0001781,+0.00%,N/A,N/A
REU,REU,$0.01092,+0.00%,N/A,N/A
REU (BSC),REU,$0.00000009585,+0.00%,N/A,N/A
Reunit wallet,REUNI,$1.54,+14.48%,"$48,753",N/A
REV3AL,REV3L,$0.01077,-4.34%,"$99,189",N/A
Reversal,RVL,$0.0000012,-3.94%,$36,N/A
Reverse Climate Change,RVRS,$0.0001855,+0.00%,N/A,"$176,228"
REVIVAL,RVL,$0.00000000005125,+0.00%,N/A,"$23,447"
Revive,RVE,$0.00002703,+0.00%,N/A,N/A
Revo Network,REVO,$0.00001808,+0.00%,N/A,N/A
revoAI,REVOAI,$0.0008661,+0.00%,N/A,N/A
REVOLAND TOKEN,REVO,$0.1522,-10.80%,"$918,856",N/A
Revolotto,RVL,$0.02331,+0.45%,N/A,N/A
Revolutin,REV,$0.000001376,+0.00%,N/A,N/A
Revolution,REV,$0.2848,+3.05%,$10,N/A
RevolutionGames,RVLNG,$0.0021,-14.37%,$232,N/A
Revoluzion,RVZ,$0.00017,+0.00%,N/A,N/A
Reward Cycle,RC,$0.00003691,+0.00%,N/A,N/A
Reward Cycle 2,RC2,$0.0000115,+0.00%,N/A,N/A
Rewardeum,REUM,$0.0000000001357,+0.00%,N/A,N/A
Rewards,RWD,$0.0007172,+0.00%,N/A,N/A
Rewards BSC,RWD,$0.000000004704,+3.57%,$16,N/A
Rewards Bunny,RBUNNY,$0.0007595,+0.00%,"$29,557",N/A
RewardsCoin,RWSC,$0.00000006,+0.00%,N/A,N/A
RewardTax,REWARD,$0.00005694,+0.46%,N/A,N/A
REX,XRX,$0.00004763,-0.14%,$373,N/A
Rezerve,RZRV,$0.04356,+0.00%,N/A,N/A
Rhinos Finance,RHO,$0.000000001065,+0.00%,N/A,N/A
rhoUSDT,RHOUSDT,$0.9488,+0.00%,N/A,N/A
Rhythm,RHYTHM,$0.0002029,+0.00%,N/A,$2.09 M
Ribbit,RIBT,$0.01041,+0.00%,N/A,N/A
Ribbit,RIBBIT,$0.000000003569,+48.55%,"$449,166",N/A
Ribbit Token,RIBBIT,$0.00000000002152,+0.24%,N/A,N/A
Ric Flair,WOOOOO,$0.005625,-2.09%,$13,N/A
Rice,RICE,$0.0002758,+0.00%,N/A,N/A
Rice Wallet,RICE,$0.001665,+1.41%,$20,N/A
RiceFarm Token,RICE,$0.06624,+0.00%,N/A,N/A
Rich Cat,RCAT,"$30,706.41",+0.00%,N/A,N/A
Rich DAO,RICH,$0.9731,+0.00%,N/A,N/A
RICH PEPE,RICHPEPE,$0.0000000000357,-2.83%,"$1,201",N/A
RichAI,RICHAI,$0.0008837,-7.31%,"$4,547",N/A
Richard,RICHARD,$0.00002042,-1.09%,$38,N/A
RichCity,RICH,$0.00000000000001459,+0.00%,N/A,N/A
Richie,$RICHIE,$0.00000000000382,+0.00%,N/A,N/A
Richlab Token,RLE,$0.00001006,+0.00%,N/A,N/A
RichMeme,RMEME,$0.000000024,N/A,"$143,198",N/A
Richverse,RIV,$0.00001994,+0.00%,N/A,N/A
Richy Boy Club Games Token,RBCG,$0.3462,-0.50%,$226,N/A
Rici Elon,RICI,$0.000002833,+0.00%,N/A,N/A
Rick And Morty,RNM,$0.00004055,+1.02%,"$1,248",N/A
RickMortyDoxx,RICKMORTYDOXX,$0.00000001085,+0.00%,N/A,N/A
Ricnatum,RCNT,$0.000001351,-17.12%,$341,N/A
Ride To Earn,RD2E,$0.00004826,+0.00%,N/A,N/A
Ride2Earn,RDN,$0.000004417,+0.00%,N/A,N/A
Ridge,RIDGE,$0.0000002175,+0.00%,N/A,N/A
Rielcoin,RIC,$0.003894,+0.00%,N/A,N/A
RIFI United,RU,$0.0003196,-3.04%,"$1,014",N/A
RIGHT WING MEME,RIGHT WING,$0.00000000000003479,+0.00%,N/A,N/A
Rijent Coin,RTC,$0.0002001,+0.00%,N/A,N/A
RIKEZA,RIK,$0.00006018,-18.68%,"$2,636",N/A
Rikkei Finance,RIFI,$0.004849,+0.00%,N/A,N/A
RIMAUNANGIS,RXT,$0.01001,+0.06%,$5,N/A
RimsofLegend,ROL,$0.0001791,+0.00%,N/A,N/A
Rin Tin Tin,RIN,$0.0000001552,-0.31%,"$4,599",N/A
Ring,RING,$0.000003576,+0.00%,N/A,N/A
RING Financial,RING,$0.392,+0.00%,$64,N/A
Rinia Inu,RINIA,$0.003105,-5.74%,$679,N/A
Riot Racers,RIOT,$0.001675,+4.63%,$6,N/A
Ripae AVAX,PAVAX,$0.2718,+0.00%,N/A,N/A
Ripae pMATIC,PMATIC,$0.03649,-10.60%,$616,N/A
Ripio Coin,RPC,$0.003633,+0.00%,N/A,N/A
Ripple Alpha,XLA,$0.0002901,+0.00%,N/A,N/A
Rise,RISE,$0.001226,+0.00%,N/A,"$262,107"
Rise Moon,RMOON,$0.02078,+0.00%,"$61,607",N/A
Rise of Defenders,RDR,$0.0002513,+0.27%,N/A,N/A
Rise of Elves,ROE,$2.25,+0.40%,$184,N/A
Rise Of Empire,ROEMP,$0.0003254,+0.00%,N/A,N/A
Rise2Protocol,RIPR,$0.002601,+0.00%,N/A,N/A
Risecoin,RSC,$0.001035,-0.39%,$63,N/A
RiseHero,RISE,$0.002279,+0.00%,N/A,N/A
Rising Sun,SUN,$0.00000000000000008478,+54.36%,$58,N/A
RisingSun,RSUN,$0.00003283,+0.00%,N/A,N/A
Risitas,RISITA,$0.00005914,-93.45%,$1.95 M,N/A
RiskMoon,RISKMOON,$0.000000000357,+0.00%,N/A,N/A
RISQ Protocol,RISQ,$0.003902,+0.00%,N/A,N/A
Risu,RISU,$0.00003448,+0.45%,N/A,N/A
Riverboat,RIB,$669.38,+0.00%,N/A,N/A
Rivermount,RM,$0.0002401,+0.00%,N/A,N/A
Rivex,RVX,$0.001501,+0.00%,N/A,N/A
RivrFloki,RIVRFLOKI,$0.0001266,+0.00%,N/A,N/A
RivrKitty,RKITTY,$0.0000001778,+0.00%,N/A,N/A
Rizespor Token,RIZE,$0.1589,-12.74%,"$4,973",N/A
Rizz Inu,RIZZ,$0.00005411,+1.13%,$188,N/A
Rizz Token,$RIZZ,$0.000000001371,+5.65%,"$8,714",N/A
RIZZO,RIZZ,$0.0000000001698,-16.56%,"$1,661",N/A
RLDX,RLDX,$0.003692,+0.00%,N/A,N/A
rLoop,RLOOP,$0.002735,+0.00%,N/A,N/A
RMDEngine,RMD,$0.01585,-15.50%,"$3,494",N/A
RMPL,RMPL,$0.2811,+0.00%,N/A,"$165,562"
RO Slayers,SLYR,$0.008717,+0.00%,N/A,N/A
ROA CORE,ROA,$1.41,+2.52%,"$234,128",N/A
ROAD,ROAD,$0.00004981,+0.00%,N/A,"$3,950"
RoaoGame,ROAO,$0.0005606,+0.00%,N/A,N/A
Roar Soltigers Token,ROAR,$0.00000449,+0.00%,N/A,N/A
Roaring Twenties,ROAR,$0.002502,+0.00%,N/A,N/A
RoArts Token,ROAR,$0.00009583,+0.00%,N/A,N/A
ROB,ROB,$0.00000004409,-45.32%,"$62,361",N/A
ROBBY,ROBBY,$0.002751,+0.00%,N/A,N/A
Robert F Kennedy Jr,RFK,$0.00004252,-17.87%,"$20,766",N/A
Robin Inu,ROBIN,$0.0000005739,+0.00%,N/A,N/A
ROBINOS,RBN,$0.002121,+0.00%,N/A,N/A
Robo Token,ROBO,$0.008355,+0.00%,N/A,N/A
RoboCalls,RC20,$0.000001654,+0.00%,N/A,N/A
ROBOCOCK UWU,GKEN,$0.00002308,+0.00%,N/A,N/A
RoboDoge Coin,ROBODOGE,$0.00000000000005823,+0.45%,N/A,N/A
RoboFi,VICS,$0.06362,+0.96%,"$203,781",N/A
RoboHero,ROBO,$0.00002196,+0.00%,N/A,N/A
Roboots,RBO,$0.0002099,+0.05%,N/A,N/A
RoboShib,ROBOSHIB,$0.0000003601,+0.00%,N/A,N/A
ROBOT SHIB,RSHIB,$0.0000000000000115,+0.00%,N/A,N/A
ROBOT SHIB SWAP,RBSHIB,$0.00005323,+0.00%,N/A,N/A
Robot Warriors,METABOT,$0.004002,+0.04%,N/A,N/A
Robotina,ROX,$0.0004855,+1.50%,N/A,N/A
RobustSwap Token,RBS,$0.2627,+0.00%,N/A,N/A
Rock Dao,ROCK,$0.0004219,-11.87%,"$420,314",N/A
Rock Me,ROCK,$0.00000000001837,+0.00%,N/A,N/A
Rocket,ROCKET,$0.0006193,+2.16%,$148,N/A
Rocket,$RCT,$0.00000004735,-0.02%,$85,N/A
Rocket Finance,ROCKET,$0.001194,+0.00%,N/A,N/A
ROCKET GLOBAL,RCKC,$0.0002679,+0.00%,N/A,N/A
Rocket Launchpad,RCKT,$0.005701,+0.00%,N/A,N/A
Rocket Pool ETH,RETH,"$2,030.79",+4.68%,$3.27 M,N/A
Rocket Raccoon,RON,$0.0000000001408,+0.00%,N/A,N/A
Rocket Raccoon,ROC,$0.0001543,+0.06%,N/A,N/A
Rocket Raccoon,ROCKET,$0.00001166,-2.86%,$292,N/A
Rocket Race,RR,$0.008337,+0.00%,N/A,N/A
Rocket Shib,ROCKETSHIB,$0.0000000001202,+0.00%,N/A,N/A
Rocket Token,RKTN,$0.000003248,+0.00%,N/A,N/A
Rocket Yield,ROCKET,$0.00000001092,+0.00%,N/A,N/A
RocketBUSD,RocketBUSD,$0.0000006303,+0.00%,N/A,N/A
RocketFi,ROCKETFI,$0.0000004364,-5.26%,$17,N/A
RocketMoon,RMOON,$0.0000000002907,-0.27%,$34,N/A
RocketVerse,RKV,$0.000004766,+0.00%,$186,N/A
RocketVerse,RKV,$0.0001247,+0.00%,N/A,N/A
RocketXRP Official,RXO,$0.00002982,+5.58%,$169,N/A
Rocky Inu,ROCKY,$0.000000000232,+0.00%,N/A,N/A
Rodeo Coin,RODEO,$0.0009389,+0.00%,N/A,N/A
RODO,RODO,$6.30,+0.00%,N/A,N/A
Rogan Coin,ROGAN,$0.00000000004104,+0.00%,N/A,N/A
ROGin AI,ROG,$0.2002,-10.87%,$436,N/A
Rogue Doge,ROGE,$0.000000000001067,+0.00%,N/A,"$87,892"
Rogue West,ROGUE,$0.002582,+0.00%,N/A,"$107,534"
ROI Token,ROI,$0.000019,+0.00%,N/A,N/A
ROIMA INC TOKEN,RMAI,$0.0003981,+0.05%,N/A,N/A
ROIyal Coin,ROCO,$3.25,+0.00%,N/A,N/A
ROKKIT FUEL,$ROKK,$0.000000002553,+0.00%,N/A,N/A
Roko,ROKO,$0.00001179,+15.76%,"$66,324",N/A
Rolaz Gold,rGLD,$0.2223,+0.00%,N/A,N/A
Roller,ROLL,$0.0003861,-4.93%,$264,N/A
RollerSwap,ROLS,$0.002,+69.83%,N/A,N/A
ROND,ROND,$0.003771,-1.62%,"$217,853",N/A
Ronin Gamez,RONINGMZ,$0.00001849,+0.00%,N/A,"$151,617"
ROONEX,RNX,$0.000008258,+0.00%,N/A,N/A
Rooster Battle,RICE,$0.0005078,+0.00%,N/A,N/A
Rootkit Finance,ROOT,"$1,547.84",+0.00%,N/A,N/A
Rope,$ROPE,$52.41,+0.00%,N/A,$1.47 M
Rope Coin,ROPE,$0.00001834,+3.76%,$337,N/A
RopeCoin,ROPE,$0.00000000004969,+0.00%,N/A,N/A
Rose,ROSE,$0.01631,+0.00%,N/A,N/A
Rose Finance,ROF,$0.00002254,+4.70%,$47,N/A
Roseon World,ROSN,$0.02646,-33.82%,"$69,798",N/A
Ross Inu,$ROSS,$0.0000000001612,+0.00%,N/A,N/A
Rottoken,ROTTO,$0.000004063,+5.63%,"$90,866",N/A
ROTTSCHILD,ROTTS,$0.0000004171,+0.00%,N/A,N/A
RougeCoin,XRGE,$0.00005534,+0.00%,N/A,N/A
Round Dollar,RD,$5.50,+0.04%,N/A,N/A
Round X,RNDX,$0.000142,+1.02%,"$74,817",N/A
ROVI,ROVI,$0.05429,+5.96%,"$77,754",N/A
Rowan Token,RWN,$0.0003968,-4.12%,$993,N/A
Roxe Cash,ROC,$0.00685,+3.94%,$182,N/A
Royal BET,RBET,$0.0000002514,+0.00%,N/A,N/A
Royal Chain,ROYAL,$0.000005006,+0.00%,N/A,N/A
Royal Doge,RDOGE,$0.00427,+0.00%,N/A,N/A
Royal Flush Coin,RFC,$0.000004171,+0.00%,N/A,N/A
Royal Gold,RGOLD,$0.02236,+2.96%,$10,N/A
Royal Protocol,ROY,$0.00001472,+0.00%,N/A,N/A
RoyalPay,ROYAL,$0.00001292,+0.00%,N/A,N/A
RPS LEAGUE,RPS,$0.01301,+0.28%,$743,N/A
RSK Smart Bitcoin,RBTC,"$26,698.58",+4.19%,"$34,883",N/A
Rubix,RBT,$57.80,+0.04%,"$542,007",N/A
Ruby Currency,RBC,$9.71,+2.67%,"$236,699",N/A
Ruby Play Network,RUBY,$0.0002512,+3.20%,"$1,140",N/A
Rubycoin,RBY,$0.04853,+5.74%,N/A,N/A
Rudolph Coin,RUDOLPH,$0.00000000001939,+0.00%,N/A,N/A
RUG BIDEN,RUGBID,$0.00000001275,+0.00%,N/A,N/A
Rug Proof,RPT,$0.02479,+0.00%,N/A,N/A
RUG RADIO,RUG,$0.03127,+0.69%,"$1,194",N/A
RUGAME,RUG,$0.000001715,-1.35%,"$72,247",N/A
Rugpull Prevention,RUGPULL,$0.01225,+0.00%,N/A,N/A
RugSeekers,SEEK,$0.0000000005209,+0.00%,N/A,N/A
RugZombie,ZMBE,$0.0002069,+3.18%,N/A,N/A
Rule,RULE,$0.00004738,+0.70%,$402,N/A
Rumble Gaming,RMBL,$0.0000002314,+0.00%,N/A,N/A
Rumito,RUTC,$4.63,+0.00%,N/A,N/A
RUN COIN,RUN,$0.00001318,+0.00%,N/A,N/A
RUN DOGE,RUNDOGE,$0.00000001175,+0.00%,N/A,N/A
Run For Life,RFL,$0.0007933,+0.00%,N/A,N/A
Run&Burn,RBT,$0.0008436,+0.00%,N/A,N/A
